SKU,Product title,Product description,Price,Standardized Product Type,Product type,Tag,Published,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status,Collection
ANKER-POWER-LINE-+-II-LIGHTNING-CABLE-3FT,,Staying Power,89,1267,Variable product,child,1,color,Silver,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,ANKER POWER LINE + II LIGHTNING CABLE 3FT,Staying Power,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1147/thumbnail/016.jpg,,,89,,,active,Charging cables
ANKER-POWER-LINE-+-II-LIGHTNING-CABLE-3FT,,Staying Power,89,1267,Variable product,child,1,color,Red,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,ANKER POWER LINE + II LIGHTNING CABLE 3FT,Staying Power,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1148/thumbnail/01.jpg,,,89,,,active,Charging cables
ANKER-POWER-LINE-+-II-LIGHTNING-CABLE-3FT,,Staying Power,89,1267,Variable product,child,1,color,Gold,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,ANKER POWER LINE + II LIGHTNING CABLE 3FT,Staying Power,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1149/thumbnail/01.jpg,,,89,,,active,Charging cables
ANKER-POWER-PORT-4-LITE-4-PORT-WALL-CHARGING-ADAPTER,ANKER POWER PORT 4 LITE 4-PORT WALL CHARGING ADAPTER,27W 4-Port USB Charger with PowerIQ for Smartphone and Tablet,89,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1010/thumbnail/A2042321_ND01_V1.jpg,1,Image,,ANKER POWER PORT 4 LITE 4-PORT WALL CHARGING ADAPTER,27W 4-Port USB Charger with PowerIQ for Smartphone and Tablet,electronics,,,,,,,,,,,,,,,,89,,,active,Charging cables
ANKER-POWER-PORT-4-LITE-4-PORT-WALL-CHARGING-ADAPTER,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1010/thumbnail/A2042321_ND06_V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-4-LITE-4-PORT-WALL-CHARGING-ADAPTER,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1010/thumbnail/A2042321_ND02_V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-4-LITE-4-PORT-WALL-CHARGING-ADAPTER,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1010/thumbnail/A2042321_ND05_V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-4-LITE-4-PORT-WALL-CHARGING-ADAPTER,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1010/thumbnail/A2042321_ND04_V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-4-LITE-4-PORT-WALL-CHARGING-ADAPTER,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1010/thumbnail/A2042321_ND03_V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-III-MINI-30W-CHARGER-WITH-USB-C-POWER-IQ-3.0,ANKER POWER PORT III MINI 30W CHARGER WITH USB-C POWER IQ 3.0,Technology delivers full-speed charging To virtually any device.,99,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1016/thumbnail/A2615121_TD02.jpg,1,Image,,ANKER POWER PORT III MINI 30W CHARGER WITH USB-C POWER IQ 3.0,Technology delivers full-speed charging To virtually any device.,electronics,,,,,,,,,,,,,,,,99,,,active,Charging cables
ANKER-POWER-PORT-III-MINI-30W-CHARGER-WITH-USB-C-POWER-IQ-3.0,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1016/thumbnail/A2615121_TD04.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-III-MINI-30W-CHARGER-WITH-USB-C-POWER-IQ-3.0,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1016/thumbnail/A2615121_TD05.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-III-MINI-30W-CHARGER-WITH-USB-C-POWER-IQ-3.0,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1016/thumbnail/A2615121_TD07.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-III-MINI-30W-CHARGER-WITH-USB-C-POWER-IQ-3.0,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1016/thumbnail/A2615121_TD01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-III-MINI-30W-CHARGER-WITH-USB-C-POWER-IQ-3.0,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1016/thumbnail/A2615121_TD06.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-PD-1-WITH-LIGHTNING-TO-TYPE-C-CABLE,ANKER POWER PORT PD 1 WITH LIGHTNING TO TYPE-C CABLE,Takes up minimal space in any pack or pocket (does not have a foldable plug).,189,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1014/thumbnail/1.jpg,1,Image,,ANKER POWER PORT PD 1 WITH LIGHTNING TO TYPE-C CABLE,Takes up minimal space in any pack or pocket (does not have a foldable plug).,electronics,,,,,,,,,,,,,,,,189,,,active,Chargers
ANKER-POWER-PORT-PD-1-WITH-LIGHTNING-TO-TYPE-C-CABLE,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1014/thumbnail/51teg+YfN1L._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-PD-1-WITH-LIGHTNING-TO-TYPE-C-CABLE,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1014/thumbnail/51SEYlecB-L._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-PD+-2-(USB-C-AND-USB-A-PORT),ANKER POWER PORT PD+ 2 (USB-C AND USB-A PORT),Faster and safer charging with our advanced technology,95,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1012/thumbnail/White-07_d6f00c64-0702-4e2f-8ed9-44dd7ffd37f5_600x.jpg,1,Image,,ANKER POWER PORT PD+ 2 (USB-C AND USB-A PORT),Faster and safer charging with our advanced technology,electronics,,,,,,,,,,,,,,,,95,,,active,Chargers
ANKER-POWER-PORT-PD+-2-(USB-C-AND-USB-A-PORT),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1012/thumbnail/White-05_1_600x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-PD+-2-(USB-C-AND-USB-A-PORT),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1012/thumbnail/White-01_3d581938-56ad-4a8c-85a6-46458c7d0564_600x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-PD+-2-(USB-C-AND-USB-A-PORT),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1012/thumbnail/White-03_3c21fd4f-9a79-4494-8d3a-d6f5f2c7c35a_600x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-PD+-2-(USB-C-AND-USB-A-PORT),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1012/thumbnail/White-02_0d939d32-eacd-4cc9-8157-639e2f242b6d_600x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-PORT-PD+-2-(USB-C-AND-USB-A-PORT),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1012/thumbnail/White-04_7005a8da-7863-41c7-a074-14f63a0b7c6a_600x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-26800-BLACK,ANKER POWERCORE 26800 BLACK,Anker PowerCore+26800 mAh 3.0 Quick Charge Power Bank,349,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1197/thumbnail/44_5d741a18-6b0e-4c2a-a384-4afa38a1faf4_600x.jpg,1,Image,,ANKER POWERCORE 26800 BLACK,Anker PowerCore+26800 mAh 3.0 Quick Charge Power Bank,electronics,,,,,,,,,,,,,,,,349,,,active,Chargers
ANKER-POWERCORE-26800-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1197/thumbnail/451SMVJuX5LL._AC_SX522_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-26800-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1197/thumbnail/0A1375H11-Anker-PowerCore_26800-PD-Black_600x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-ESSENTIAL-20000-PD,ANKER POWERCORE ESSENTIAL 20000 PD,Anker MultiProtect safety system ensures complete protection for you and your devices.,199,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/491/thumbnail/71Rld5s-V1L._AC_SL1500_.jpg,1,Image,,ANKER POWERCORE ESSENTIAL 20000 PD,Anker MultiProtect safety system ensures complete protection for you and your devices.,electronics,,,,,,,,,,,,,,,,199,,,active,Chargers
ANKER-POWERCORE-ESSENTIAL-20000-PD,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/491/thumbnail/am02.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-PowerCore-III-sense-10K---UN,Anker PowerCore III sense 10K - UN,Quality Throughout With a sleek design and cool-blue LED light-wheel to display battery level PowerCore III Sense 10K is premium both inside and out,199,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1005/thumbnail/a1231h11_3_.png,1,Image,,Anker PowerCore III sense 10K - UN,Quality Throughout With a sleek design and cool-blue LED light-wheel to display battery level PowerCore III Sense 10K is premium both inside and out,electronics,,,,,,,,,,,,,,,,199,,,active,Power banks
Anker-PowerCore-III-sense-10K---UN,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1005/thumbnail/4Anker-PowerCore-III-Sense-10K-Wireless-PD-Power-Bank-Black-Fabric.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-PowerCore-III-sense-10K---UN,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1005/thumbnail/a1231h11.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-PowerCore-III-sense-10K---UN,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1005/thumbnail/a1231h11_1_.png,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-LITE-20000MAH,ANKER POWERCORE LITE 20000MAH,"The Versatile, Ultra-High Capacity Portable Charger",199,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/471/thumbnail/A1269011_TD04_V1.jpg,1,Image,,ANKER POWERCORE LITE 20000MAH,"The Versatile, Ultra-High Capacity Portable Charger",electronics,,,,,,,,,,,,,,,,199,,,active,Power banks
ANKER-POWERCORE-LITE-20000MAH,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/471/thumbnail/A1269011_TD03_V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-LITE-20000MAH,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/471/thumbnail/A1269011_TD02_V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-LITE-20000MAH,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/471/thumbnail/A1269011_TD06_V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-LITE-20000MAH,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/471/thumbnail/A1269011.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-LITE-20000MAH,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/471/thumbnail/A1269011_TD05_V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-MAGNETIC-5K-WITH-BRACKET,ANKER POWERCORE MAGNETIC 5K WITH BRACKET,"Made for iPhone 12: Works flawlessly with iPhone 12, iPhone 12 mini, iPhone 12 Pro, and iPhone 12 Pro Max. Charges through compatible magnetic cases.",299,1267,Variable product,Parent,1,color,BLACK|WHITE|BLUE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1608/thumbnail/371qZx1D9o6L._AC_SL1500_800x.jpg,1,Image,,ANKER POWERCORE MAGNETIC 5K WITH BRACKET,"Made for iPhone 12: Works flawlessly with iPhone 12, iPhone 12 mini, iPhone 12 Pro, and iPhone 12 Pro Max. Charges through compatible magnetic cases.",electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1608/thumbnail/371qZx1D9o6L._AC_SL1500_800x.jpg,,,299,,,active,Power banks
ANKER-POWERCORE-MAGNETIC-5K-WITH-BRACKET,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1608/thumbnail/261P116YW3MS._AC_SL1500_800x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-MAGNETIC-5K-WITH-BRACKET,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1608/thumbnail/0A1619011_TD02_V2_2048x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-MAGNETIC-5K-WITH-BRACKET,,"Made for iPhone 12: Works flawlessly with iPhone 12, iPhone 12 mini, iPhone 12 Pro, and iPhone 12 Pro Max. Charges through compatible magnetic cases.",299,1267,Variable product,child,1,color,WHITE,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,ANKER POWERCORE MAGNETIC 5K WITH BRACKET,"Made for iPhone 12: Works flawlessly with iPhone 12, iPhone 12 mini, iPhone 12 Pro, and iPhone 12 Pro Max. Charges through compatible magnetic cases.",electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1609/thumbnail/012582044-12582044.webp http://electromateqatar.com/products/1609/thumbnail/261gJOkPKOIL._AC_SX425_.jpg,,,299,,,active,Power banks
ANKER-POWERCORE-MAGNETIC-5K-WITH-BRACKET,,"Made for iPhone 12: Works flawlessly with iPhone 12, iPhone 12 mini, iPhone 12 Pro, and iPhone 12 Pro Max. Charges through compatible magnetic cases.",299,1267,Variable product,child,1,color,BLUE,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,ANKER POWERCORE MAGNETIC 5K WITH BRACKET,"Made for iPhone 12: Works flawlessly with iPhone 12, iPhone 12 mini, iPhone 12 Pro, and iPhone 12 Pro Max. Charges through compatible magnetic cases.",electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1611/thumbnail/2ANKER-622-Magnetic-Battery-Featured-Image.jpg,,,299,,,active,Chargers
ANKER-POWERCORE-MAGNETIC-5K-WITH-BRACKET,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1611/thumbnail/0anker-622-magnetic-battery-mag-go.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-METRO-10000-BLACK,ANKER POWERCORE METRO 10000 BLACK,"High Capacity, Pocket Size",199,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1615/thumbnail/3ANKER-POWER-CORE-METRO-10000-3.png,1,Image,,ANKER POWERCORE METRO 10000 BLACK,"High Capacity, Pocket Size",electronics,,,,,,,,,,,,,,,,199,,,active,Chargers
ANKER-POWERCORE-METRO-10000-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1615/thumbnail/1ANKER-POWER-CORE-METRO-10000-1.png,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-METRO-10000-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1615/thumbnail/2ANKER-POWER-CORE-METRO-10000-2.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-PowerCore-Metro-Essential-20000-PD,Anker PowerCore Metro Essential 20000 PD,Light and Compact High-Capacity Portable Charger. 92+ Hours of Extra Power. Charge the Latest Apple and Android Phones to 50% in 30 Minuts.,199,1267,Variable product,Parent,1,color,RED,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1078/thumbnail/26.1.jpg.2cec7fa457.989x800x800.jpg,1,Image,,Anker PowerCore Metro Essential 20000 PD,Light and Compact High-Capacity Portable Charger. 92+ Hours of Extra Power. Charge the Latest Apple and Android Phones to 50% in 30 Minuts.,electronics,,,,,,,,,,,,,,,,199,,,active,Chargers
Anker-PowerCore-Metro-Essential-20000-PD,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1078/thumbnail/0image.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-PowerCore-Metro-Essential-20000-PD,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1078/thumbnail/1822f91cbfd330425d56d665bdd33b413.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-PowerCore-Metro-Essential-20000-PD---UN,Anker PowerCore Metro Essential 20000 PD - UN,"PowerCore Essential 20000 PD, USB-C to C cable, travel pouch, welcome guide, our worry-free 18-month warranty, and friendly customer service.",249,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1006/thumbnail/ab4c4a21-da10-4c03-b9ee-a60ab98af0d5_1.97e2ecbd9facaf6b06ad0bb9b571327d.jpeg http://electromateqatar.com/products/1006/thumbnail/03c20782-7afe-4b97-87ff-2bdefc5e83bb_1.a58fe5617188222d5b325eee0cf92dc2.jpeg http://electromateqatar.com/products/1006/thumbnail/8fb761aa-94fd-4c7a-98c1-79da8140742f_1.1c9b17fa87195f2c95853039b51d122b.jpeg http://electromateqatar.com/products/1006/thumbnail/c5dd8a14-bb8b-4b2b-b8b6-9dd8fdbabd2d_1.ab884b86e73ff9bd02c07c45e91de6f7.jpeg http://electromateqatar.com/products/1006/thumbnail/e38e2eda-c654-44d4-aeb4-99da52c3ba42_1.765660c0da968eeda35dfbe18320f41b.jpeg http://electromateqatar.com/products/1006/thumbnail/0106ea6f-6058-47f9-ab9c-1bde2d99b3c3_1.cfbe42d3a2577148bba8f98ff887a749.jpeg,1,Image,,Anker PowerCore Metro Essential 20000 PD - UN,"PowerCore Essential 20000 PD, USB-C to C cable, travel pouch, welcome guide, our worry-free 18-month warranty, and friendly customer service.",electronics,,,,,,,,,,,,,,,,249,,,active,Power banks
Anker-PowerCore-Metro-Slim-10000---UN,Anker PowerCore Metro Slim 10000 - UN,"Equipped with Anker?s world-renowned PowerIQ technology to deliver a tailored, optimized charge.",159,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/485/thumbnail/Black-06_0edb08a9-c0d2-435b-b9af-b4538be44b34_600x.jpg,1,Image,,Anker PowerCore Metro Slim 10000 - UN,"Equipped with Anker?s world-renowned PowerIQ technology to deliver a tailored, optimized charge.",electronics,,,,,,,,,,,,,,,,159,,,active,Power banks
Anker-PowerCore-Metro-Slim-10000---UN,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/485/thumbnail/Black-03_c818b1f4-4e2a-4ac6-9437-f184f9dc44cc_400x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-PowerCore-Metro-Slim-10000---UN,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/485/thumbnail/Black-07_28500c70-48d8-45e6-af93-64d983fc2076_600x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-PowerCore-Metro-Slim-10000---UN,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/485/thumbnail/Black-04_1ec43324-02b4-4302-803f-33d33428315c_600x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-PowerCore-Metro-Slim-10000---UN,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/485/thumbnail/Black-02_843faf9c-9259-4830-bf8e-a8b8adbb7ece_600x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-PowerCore-Metro-Slim-10000---UN,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/485/thumbnail/Black-01_600x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-PowerCore-Play-6K-Mobile-Game-Controller,Anker PowerCore Play 6K Mobile Game Controller,Anker PowerCore Play 6K Mobile Game Controller with 6700mAh Power Bank and Radiator Gamepad for iOS Android Phone,149,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1077/thumbnail/3b3.jpg,1,Image,,Anker PowerCore Play 6K Mobile Game Controller,Anker PowerCore Play 6K Mobile Game Controller with 6700mAh Power Bank and Radiator Gamepad for iOS Android Phone,electronics,,,,,,,,,,,,,,,,149,,,active,Power banks
Anker-PowerCore-Play-6K-Mobile-Game-Controller,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1077/thumbnail/2Anker Portable Charger For Mobile Gaming.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-PowerCore-Play-6K-Mobile-Game-Controller,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1077/thumbnail/0b5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-PowerCore-Play-6K-Mobile-Game-Controller,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1077/thumbnail/1b1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-PowerCore-Play-6K-Mobile-Game-Controller,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1077/thumbnail/4b6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-SELECT-10000,ANKER POWERCORE SELECT 10000,PowerCore Select 10000. 10000mAh Power Bank,99,1267,Variable product,Parent,1,color,BLACK|WHITE|BLUE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1194/thumbnail/0A3145H12_1-10.jpg,1,Image,,ANKER POWERCORE SELECT 10000,PowerCore Select 10000. 10000mAh Power Bank,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1194/thumbnail/0A3145H12_1-10.jpg,,,99,,,active,Power banks
ANKER-POWERCORE-SELECT-10000,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1194/thumbnail/3A1223H11-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-SELECT-10000,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1194/thumbnail/2A1223H11-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-SELECT-10000,,PowerCore Select 10000. 10000mAh Power Bank,99,1267,Variable product,child,1,color,WHITE,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,ANKER POWERCORE SELECT 10000,PowerCore Select 10000. 10000mAh Power Bank,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1195/thumbnail/0OIP.jpg,,,99,,,active,Chargers
ANKER-POWERCORE-SELECT-10000,,PowerCore Select 10000. 10000mAh Power Bank,99,1267,Variable product,child,1,color,BLUE,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,ANKER POWERCORE SELECT 10000,PowerCore Select 10000. 10000mAh Power Bank,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1196/thumbnail/0R.jpg,,,99,,,active,Power banks
ANKER-POWERCORE-SPEED-20000-PD-(OFFLINE-PACKING),ANKER POWERCORE SPEED 20000 PD (OFFLINE PACKING),Faster and safer charging with our advanced technology,319,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/470/thumbnail/A1275011_TD05_V1.jpg,1,Image,,ANKER POWERCORE SPEED 20000 PD (OFFLINE PACKING),Faster and safer charging with our advanced technology,electronics,,,,,,,,,,,,,,,,319,,,active,Power banks
ANKER-POWERCORE-SPEED-20000-PD-(OFFLINE-PACKING),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/470/thumbnail/A1275011_TD01_V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-SPEED-20000-PD-(OFFLINE-PACKING),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/470/thumbnail/A1275011_TD04_V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-SPEED-20000-PD-(OFFLINE-PACKING),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/470/thumbnail/A1275011_TD02_V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-SPEED-20000-PD-(OFFLINE-PACKING),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/470/thumbnail/A1275011_TD07_V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWERCORE-SPEED-20000-PD-(OFFLINE-PACKING),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/470/thumbnail/A1275011_TD06_V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-PowerCore+-10050-mAh-with-Quick-Charge-3.0,Anker PowerCore+ 10050 mAh with Quick Charge 3.0,PowerCore+10050 with Quick Charge 3.0,99,1267,Variable product,Parent,1,color,BLACK|SILVER,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/481/thumbnail/A1311011_TD02_V1.jpg,1,Image,,Anker PowerCore+ 10050 mAh with Quick Charge 3.0,PowerCore+10050 with Quick Charge 3.0,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/481/thumbnail/A1311011_TD02_V1.jpg,,,99,,,active,Power banks
