SKU,Product title,Product description,Price,Standardized Product Type,Product type,Tag,Published,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status,Collection
SAMSUNG-GALAXY-S22-ULTRA-+-BUDS-PRO,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1520/thumbnail/3galaxy-s22-ultra_highlights_colors_green_front.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-S22-ULTRA-+-BUDS-PRO,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1520/thumbnail/3S22Ultra_ColorSelection_Green_MO.webp http://electromateqatar.com/products/1520/thumbnail/0galaxy-s22-ultra_highlights_colors_green_rear.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-S22-ULTRA-+-BUDS-PRO,,THE EPIC STANDARD,5149,1267,Variable product,child,1,color,GREEN,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY S22 ULTRA + BUDS PRO,THE EPIC STANDARD,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1521/thumbnail/s22_common_english.png,,,5149,,,active,Smart Phones
SAMSUNG-GALAXY-S22-ULTRA-+-BUDS-PRO,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1521/thumbnail/4Untitled2422.png,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-S22-ULTRA-+-BUDS-PRO,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1521/thumbnail/0galaxy-s22-ultra_highlights_colors_green_side.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-S22-ULTRA-+-BUDS-PRO,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1521/thumbnail/3galaxy-s22-ultra_highlights_colors_green_front.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-S22-ULTRA-+-BUDS-PRO,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1521/thumbnail/3S22Ultra_ColorSelection_Green_MO.webp,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-S22-ULTRA-+-BUDS-PRO,,THE EPIC STANDARD,5559,1267,Variable product,child,1,color,GREEN,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY S22 ULTRA + BUDS PRO,THE EPIC STANDARD,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1522/thumbnail/4Untitled2422.png,,,5559,,,active,Smart Phones
SAMSUNG-GALAXY-S22-ULTRA-+-BUDS-PRO,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1522/thumbnail/0galaxy-s22-ultra_highlights_colors_green_side.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-S22-ULTRA-+-BUDS-PRO,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1522/thumbnail/3galaxy-s22-ultra_highlights_colors_green_front.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-S22-ULTRA-+-BUDS-PRO,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1522/thumbnail/3S22Ultra_ColorSelection_Green_MO.webp,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-S22-ULTRA-CLEAR-COVER,SAMSUNG GALAXY S22 ULTRA CLEAR COVER,Clear Cover,55,1267,Variable product,Parent,1,color,BLACK|FOREST GREEN|ARCTIC BLUE|GLOW RED|BUTTER YELLOW,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1585/thumbnail/0galaxy-s22-ultra_accessories_clear-cover_transparent.webp,1,Image,,SAMSUNG GALAXY S22 ULTRA CLEAR COVER,Clear Cover,electronics,,,,,,,,,,,,,,,,55,,,active,Smart Phones
SAMSUNG-GALAXY-S22-ULTRA-LEATHER-COVER,SAMSUNG GALAXY S22 ULTRA LEATHER COVER,Leather Cover,185,1267,Variable product,Parent,1,color,NAVY|WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1588/thumbnail/0galaxy-s22-ultra_accessories_leather-cover_black.webp,1,Image,,SAMSUNG GALAXY S22 ULTRA LEATHER COVER,Leather Cover,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1588/thumbnail/0galaxy-s22-ultra_accessories_leather-cover_black.webp,,,185,,,active,Smart Phones
SAMSUNG-GALAXY-S22-ULTRA-LEATHER-COVER,,Leather Cover,185,1267,Variable product,child,1,color,BURGUNDY,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY S22 ULTRA LEATHER COVER,Leather Cover,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1589/thumbnail/0galaxy-s22-ultra_accessories_leather-cover_burgundy.webp,,,185,,,active,Accessories
SAMSUNG-GALAXY-S22-ULTRA-LEATHER-COVER,,Leather Cover,185,1267,Variable product,child,1,color,LIGHT GREY,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY S22 ULTRA LEATHER COVER,Leather Cover,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1590/thumbnail/0galaxy-s22-ultra_accessories_leather-cover_light-gray.webp,,,185,,,active,Covers
SAMSUNG-GALAXY-S22-ULTRA-PROTECTIVE-STANDING-COVER,SAMSUNG GALAXY S22 ULTRA PROTECTIVE STANDING COVER,Protective Standing Cover,125,1267,Variable product,Parent,1,color,BLACK|LIGHT GREY,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1586/thumbnail/0galaxy-s22-ultra_accessories_protective-standing-cover_navy.webp,1,Image,,SAMSUNG GALAXY S22 ULTRA PROTECTIVE STANDING COVER,Protective Standing Cover,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1586/thumbnail/0galaxy-s22-ultra_accessories_protective-standing-cover_navy.webp,,,125,,,active,Covers
SAMSUNG-GALAXY-S22-ULTRA-PROTECTIVE-STANDING-COVER,,Protective Standing Cover,125,1267,Variable product,child,1,color,WHITE,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY S22 ULTRA PROTECTIVE STANDING COVER,Protective Standing Cover,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1587/thumbnail/0galaxy-s22-ultra_accessories_protective-standing-cover_white.webp,,,125,,,active,Covers
SAMSUNG-GALAXY-S22-ULTRA-S-PEN,SAMSUNG GALAXY S22 ULTRA S PEN,Galaxy S22 Ultra S Pen,175,1267,Variable product,Parent,1,color,CLEAR,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1601/thumbnail/1galaxy-s22-ultra_accessories_s-pen_black.jpg,1,Image,,SAMSUNG GALAXY S22 ULTRA S PEN,Galaxy S22 Ultra S Pen,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1601/thumbnail/1galaxy-s22-ultra_accessories_s-pen_black.jpg,,,175,,,active,Covers
SAMSUNG-GALAXY-S22-ULTRA-S-PEN,,Galaxy S22 Ultra S Pen,175,1267,Variable product,child,1,color,RED,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY S22 ULTRA S PEN,Galaxy S22 Ultra S Pen,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1602/thumbnail/0galaxy-s22-ultra_accessories_s-pen_dark-red.webp,,,175,,,active,Covers
SAMSUNG-GALAXY-S22-ULTRA-S-PEN,,Galaxy S22 Ultra S Pen,175,1267,Variable product,child,1,color,WHITE,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY S22 ULTRA S PEN,Galaxy S22 Ultra S Pen,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1603/thumbnail/1galaxy-s22-ultra_accessories_s-pen_white.webp,,,175,,,active,Miscellaneous
SAMSUNG-GALAXY-S22-ULTRA-SMART-CLEAR-VIEW-COVER,SAMSUNG GALAXY S22 ULTRA SMART CLEAR VIEW COVER,Smart Clear View Cover,145,1267,Variable product,Parent,1,color,BLACK|BURGUNDY|OLIVE GREEN|LAVENDER,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1591/thumbnail/0galaxy-s22-ultra_accessories_smart-clear-view-cover_black.webp,1,Image,,SAMSUNG GALAXY S22 ULTRA SMART CLEAR VIEW COVER,Smart Clear View Cover,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1591/thumbnail/0galaxy-s22-ultra_accessories_smart-clear-view-cover_black.webp,,,145,,,active,Miscellaneous
SAMSUNG-GALAXY-S22-ULTRA-SMART-CLEAR-VIEW-COVER,,Smart Clear View Cover,145,1267,Variable product,child,1,color,WHITE,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY S22 ULTRA SMART CLEAR VIEW COVER,Smart Clear View Cover,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1592/thumbnail/0galaxy-s22-ultra_accessories_smart-clear-view-cover_white.webp,,,145,,,active,Miscellaneous
SAMSUNG-GALAXY-S22-ULTRA-SMART-LED-VIEW-COVER,SAMSUNG GALAXY S22 ULTRA SMART LED VIEW COVER,Smart LED View Cover,245,1267,Variable product,Parent,1,color,NAVY|WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1579/thumbnail/0galaxy-s22-ultra_accessories_smart-led-view-cover_black.webp,1,Image,,SAMSUNG GALAXY S22 ULTRA SMART LED VIEW COVER,Smart LED View Cover,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1579/thumbnail/0galaxy-s22-ultra_accessories_smart-led-view-cover_black.webp,,,245,,,active,Covers
SAMSUNG-GALAXY-S22-ULTRA-SMART-LED-VIEW-COVER,,Smart LED View Cover,245,1267,Variable product,child,1,color,LIGHT GREY,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY S22 ULTRA SMART LED VIEW COVER,Smart LED View Cover,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1580/thumbnail/0galaxy-s22-ultra_accessories_smart-led-view-cover_light-gray.webp,,,245,,,active,Covers
SAMSUNG-GALAXY-S22ULTRA-CLEAR-STANDING-COVER,SAMSUNG GALAXY S22ULTRA CLEAR STANDING COVER,Clear Standing Cover,85,1267,Variable product,Parent,1,color,GRAY|SILVER,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1578/thumbnail/0galaxy-s22-ultra_accessories_clear-standing-cover_transparent.webp,1,Image,,SAMSUNG GALAXY S22ULTRA CLEAR STANDING COVER,Clear Standing Cover,electronics,,,,,,,,,,,,,,,,85,,,active,Accessories
SAMSUNG-GALAXY-S22ULTRA-SILICONE-COVER,SAMSUNG GALAXY S22ULTRA SILICONE COVER,Silicone Cover,85,1267,Variable product,Parent,1,color,GOLD|SILVER,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1581/thumbnail/0galaxy-s22-ultra_accessories_silicone-cover_black.webp,1,Image,,SAMSUNG GALAXY S22ULTRA SILICONE COVER,Silicone Cover,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1581/thumbnail/0galaxy-s22-ultra_accessories_silicone-cover_black.webp,,,85,,,active,Accessories
SAMSUNG-GALAXY-S22ULTRA-SILICONE-COVER,,Silicone Cover,85,1267,Variable product,child,1,color,BURGUNDY,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY S22ULTRA SILICONE COVER,Silicone Cover,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1582/thumbnail/0galaxy-s22-ultra_accessories_silicone-cover_burgundy.webp,,,85,,,active,Accessories
SAMSUNG-GALAXY-S22ULTRA-SILICONE-COVER,,Silicone Cover,85,1267,Variable product,child,1,color,OLIVE GREEN,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY S22ULTRA SILICONE COVER,Silicone Cover,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1583/thumbnail/0galaxy-s22-ultra_accessories_silicone-cover_olive-green.webp,,,85,,,active,Accessories
SAMSUNG-GALAXY-S22ULTRA-SILICONE-COVER,,Silicone Cover,85,1267,Variable product,child,1,color,LAVENDER,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY S22ULTRA SILICONE COVER,Silicone Cover,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1584/thumbnail/0galaxy-s22-ultra_accessories_silicone-cover_lavender.webp,,,85,,,active,Accessories
SAMSUNG-GALAXY-S22ULTRA-SILICONE-COVER-WITH-STRAP,SAMSUNG GALAXY S22ULTRA SILICONE COVER WITH STRAP,Silicone Cover with Strap,145,1267,Variable product,Parent,1,color,MYSTIC BRONZE|MYSTIC BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1576/thumbnail/0galaxy-s22-ultra_accessories_silicone-cover-with-strap_navy.webp,1,Image,,SAMSUNG GALAXY S22ULTRA SILICONE COVER WITH STRAP,Silicone Cover with Strap,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1576/thumbnail/0galaxy-s22-ultra_accessories_silicone-cover-with-strap_navy.webp,,,145,,,active,Accessories
SAMSUNG-GALAXY-S22ULTRA-SILICONE-COVER-WITH-STRAP,,Silicone Cover with Strap,145,1267,Variable product,child,1,color,WHITE,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY S22ULTRA SILICONE COVER WITH STRAP,Silicone Cover with Strap,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1577/thumbnail/0galaxy-s22-ultra_accessories_silicone-cover-with-strap_white.webp,,,145,,,active,Accessories
SAMSUNG-GALAXY-TAB-A7-LITE-WIFI-GRAY-32GB-(T220),SAMSUNG GALAXY TAB A7 LITE WIFI GRAY 32GB (T220),Store more of what you love,559,1267,Variable product,Parent,1,color,BLACK|SILVER,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1482/thumbnail/015586769305630.jpg,1,Image,,SAMSUNG GALAXY TAB A7 LITE WIFI GRAY 32GB (T220),Store more of what you love,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1482/thumbnail/015586769305630.jpg,,,559,,,active,Accessories
SAMSUNG-GALAXY-TAB-A7-LITE-WIFI-GRAY-32GB-(T220),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1482/thumbnail/2T220 GREY.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-TAB-A7-LITE-WIFI-GRAY-32GB-(T220),,Store more of what you love,559,1267,Variable product,child,1,color,SILVER,,,,,Shopify,20,deny,manual,,,1,1,,,http://electromateqatar.com/products/1481/thumbnail/2samsung-galaxy-tab-a7-slver-2.png,Image,,SAMSUNG GALAXY TAB A7 LITE WIFI GRAY 32GB (T220),Store more of what you love,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1483/thumbnail/0HKI-SGTABA7T22032SIL_2.jpg,,,559,,,active,Accessories
SAMSUNG-GALAXY-TAB-A7-LITE-WIFI-GRAY-32GB-(T220),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1483/thumbnail/2OIPSILVER T220.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-TAB-A7-LTE-32-GB-(T505),SAMSUNG GALAXY TAB A7 LTE 32 GB (T505),"Meet the slim, lightweight tablet that's perfect for work.",919,1267,Variable product,Parent,1,color,ROSE GOLD|BLACK|SILVER,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1480/thumbnail/4tab-a7-gold-2.png,1,Image,,SAMSUNG GALAXY TAB A7 LTE 32 GB (T505),"Meet the slim, lightweight tablet that's perfect for work.",electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1480/thumbnail/4tab-a7-gold-2.png,,,919,,,active,Tablets
SAMSUNG-GALAXY-TAB-A7-LTE-32-GB-(T505),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1480/thumbnail/0samsung-galaxy-tab-a.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-TAB-A7-LTE-32-GB-(T505),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1480/thumbnail/5tab-a7-gold-7.png,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-TAB-A7-LTE-32-GB-(T505),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1480/thumbnail/2images.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-TAB-A7-LTE-32-GB-(T505),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1480/thumbnail/3samsung-galaxy-tab-a.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-TAB-A7-LTE-32-GB-(T505),,"Meet the slim, lightweight tablet that's perfect for work.",919,1267,Variable product,child,1,color,SILVER,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY TAB A7 LTE 32 GB (T505),"Meet the slim, lightweight tablet that's perfect for work.",electronics,,,,,,,,,,,,,,,,919,,,active,Tablets
SAMSUNG-GALAXY-TAB-A7-LTE-32-GB-(T505),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1481/thumbnail/3samsung-galaxy-tab-a7-slver-3.png,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-TAB-A7-LTE-32-GB-(T505),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1481/thumbnail/0samsung-galaxy-tab-a7-slver-1.png,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-TAB-A7-LTE-32-GB-(T505),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1481/thumbnail/4samsung-galaxy-tab-a7-slver-5.png,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-TAB-S7-LTE-128GB-+-SMART-TAG,SAMSUNG GALAXY TAB S7 LTE 128GB + SMART TAG,The most advanced Galaxy Tab. changes how you work and play,3049,1267,Variable product,Parent,1,color,GREEN|SILVER|BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/718/thumbnail/1.png,1,Image,,SAMSUNG GALAXY TAB S7 LTE 128GB + SMART TAG,The most advanced Galaxy Tab. changes how you work and play,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/718/thumbnail/1.png,,,3049,,,active,Tablets
SAMSUNG-GALAXY-TAB-S7-LTE-128GB-+-SMART-TAG,,The most advanced Galaxy Tab. changes how you work and play,3049,1267,Variable product,child,1,color,Mystic Black,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY TAB S7 LTE 128GB + SMART TAG,The most advanced Galaxy Tab. changes how you work and play,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/994/thumbnail/1.png,,,3049,,,active,Tablets
SAMSUNG-GALAXY-TAB-S7-LTE-128GB-+-SMART-TAG,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/994/thumbnail/2.png,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-TAB-S7-LTE-128GB-+-SMART-TAG,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/994/thumbnail/4.png,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-TAB-S7-LTE-128GB-+-SMART-TAG,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/994/thumbnail/5Tab S7+Smart Tag.png,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-TAB-S7-LTE-128GB-+-SMART-TAG,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/994/thumbnail/3.png,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-WATCH-3---45MM,SAMSUNG GALAXY WATCH 3 - 45MM,The most advanced health monitor on a smartwatch,999,1267,Variable product,Parent,1,color,BLACK|SILVER,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/727/thumbnail/1ImgW.jpg,1,Image,,SAMSUNG GALAXY WATCH 3 - 45MM,The most advanced health monitor on a smartwatch,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/727/thumbnail/1ImgW.jpg,,,999,,,active,Tablets
SAMSUNG-GALAXY-WATCH-3---45MM,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/727/thumbnail/3WhatsApp Image 2021-09-25 at 14.02.35.jpeg http://electromateqatar.com/products/727/thumbnail/21733415-01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-WATCH-3---45MM,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/727/thumbnail/4WhatsApp Image 2021-09-25 at 14.02.35 (1).jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-WATCH-3---45MM,,The most advanced health monitor on a smartwatch,999,1267,Variable product,child,1,color,SILVER,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY WATCH 3 - 45MM,The most advanced health monitor on a smartwatch,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/728/thumbnail/6main_b167d212-374c-49de-b150-1ba563035b87_2048x.jpg,,,999,,,active,Tablets
SAMSUNG-GALAXY-WATCH-3---45MM,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/728/thumbnail/5485962866SIL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-WATCH-3---45MM,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/728/thumbnail/1.png,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-WATCH-3---45MM,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/728/thumbnail/2.png,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-WATCH-3---45MM,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/728/thumbnail/7485962866SIL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-WATCH-3---45MM,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/728/thumbnail/4.png,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-WATCH-4-40MM,SAMSUNG GALAXY WATCH 4 40MM,"Most of us want to know more about ourselves, so we can be the best version of ourselves. That's why we engineered the all-new Galaxy Watch4 to be the companion to your journey towards a healthier you.",749,1267,Variable product,Parent,1,color,BLACK|SILVER,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1044/thumbnail/0Gallery-Watch4-40mm-BT-R-Perspective-Pink-gold-1600x1200.webp,1,Image,,SAMSUNG GALAXY WATCH 4 40MM,"Most of us want to know more about ourselves, so we can be the best version of ourselves. That's why we engineered the all-new Galaxy Watch4 to be the companion to your journey towards a healthier you.",electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1044/thumbnail/0Gallery-Watch4-40mm-BT-R-Perspective-Pink-gold-1600x1200.webp,,,749,,,active,Smart watches
SAMSUNG-GALAXY-WATCH-4-40MM,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1044/thumbnail/1galaxy-watch4-pink-gold-health.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-WATCH-4-40MM,,"Most of us want to know more about ourselves, so we can be the best version of ourselves. That's why we engineered the all-new Galaxy Watch4 to be the companion to your journey towards a healthier you.",749,1267,Variable product,child,1,color,BLACK,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY WATCH 4 40MM,"Most of us want to know more about ourselves, so we can be the best version of ourselves. That's why we engineered the all-new Galaxy Watch4 to be the companion to your journey towards a healthier you.",electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1045/thumbnail/4Samsung-Galaxy-Watch4-44MM-Black-frontimage.webp http://electromateqatar.com/products/1045/thumbnail/2Gallery-Watch4-40mm-BT-R-Perspective-Black-1600x1200.webp http://electromateqatar.com/products/1045/thumbnail/10images.jpg,,,749,,,active,Smart watches
SAMSUNG-GALAXY-WATCH-4-40MM,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1045/thumbnail/8samsung-galaxy-watch-4-44mm-green-scaled.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-WATCH-4-40MM,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1045/thumbnail/9ImgW.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-WATCH-4-40MM,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1045/thumbnail/5Gallery-Watch4-40mm-BT-R-Perspective-Black-1600x1200.webp http://electromateqatar.com/products/1045/thumbnail/3ae-galaxy-watch4-399373-sm-r870nzkamea-481232472.webp http://electromateqatar.com/products/1045/thumbnail/7ae-galaxy-watch4-399373-sm-r870nzkamea-481232474.webp http://electromateqatar.com/products/1045/thumbnail/0Samsung-Galaxy-Watch4-44MM-Black-frontimage.webp http://electromateqatar.com/products/1045/thumbnail/1Galaxy-Watch4_Series--770x433.webp http://electromateqatar.com/products/1045/thumbnail/6ae-galaxy-watch4-399373-sm-r870nzkamea-481232473.webp,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG-GALAXY-WATCH-4-40MM,,"Most of us want to know more about ourselves, so we can be the best version of ourselves. That's why we engineered the all-new Galaxy Watch4 to be the companion to your journey towards a healthier you.",749,1267,Variable product,child,1,color,SILVER,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,SAMSUNG GALAXY WATCH 4 40MM,"Most of us want to know more about ourselves, so we can be the best version of ourselves. That's why we engineered the all-new Galaxy Watch4 to be the companion to your journey towards a healthier you.",electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1046/thumbnail/2ImgW.jpg,,,749,,,active,Smart watches
SAMSUNG-GALAXY-WATCH-4-40MM,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1046/thumbnail/3galaxy-watch4-silver-compatibility-mo.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
